nodeID,drug_name,x_id,cancer_gene,brite
P07384,Afatinib;PF-06747775,CAPN1,False,Peptidases and inhibitors
P07686,GDC-0879;PLX-4720;WEHI-539;Dabrafenib;SB590885,HEXB,False,Chaperones and folding catalysts
P07711,Dabrafenib;PLX-4720,CTSL,False,Peptidases and inhibitors
P07737,Afatinib;AZD5582;Savolitinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4;Crizotinib,PFN1,False,Membrane trafficking
P07741,Savolitinib;IAP_7638;AZD5582,APRT,False,Exosome
P07858,PLX-4720;Dabrafenib;Venetoclax,CTSB,False,Peptidases and inhibitors
P07900,Afatinib;IAP_7638,HSP90AA1,False,Protein phosphatases and associated proteins
P07942,TGX221;PF-06747775,LAMB1,False,none
P07948,Afatinib,LYN,False,Protein kinases
P07954,PF-06747775,FH,False,Enzymes
P07996,Venotoclax;Venetoclax,THBS1,False,Membrane trafficking
P08069,Afatinib,IGF1R,False,Protein kinases
P08133,Afatinib;PF-06747775,ANXA6,False,Membrane trafficking
P08134,PLX-4720;WH-4-023;TGX221;PF-06747775,RHOC,False,Membrane trafficking
P08183,IAP_7638;Savolitinib,ABCB1,True,Transporters
P08195,Afatinib;Cetuximab;PF-06747775,SLC3A2,False,Transporters
P08237,GDC-0879;Afatinib,PFKM,False,Protein phosphatases and associated proteins
P08238,Afatinib;Savolitinib,HSP90AB1,False,Protein phosphatases and associated proteins
P08240,IAP_7638;Venetoclax;AZD5582,SRPRA,False,Secretion system
P08397,AC220;Savolitinib,HMBS,False,Enzymes
P08574,SB590885,CYC1,False,none
P08581,Cabozantinib;Capmatinib;AZD6094;Savolitinib,MET,True,Protein kinases
P08582,SB590885;Dabrafenib;PLX-4720,MELTF,False,CD molecules
P08648,Afatinib;AZD4547;PF-06747775;GSK429286A,ITGA5,False,Exosome
P08708,Afatinib;AZD5582;PLX-4720;IAP_7638;Crizotinib,RPS17,False,Ribosome
P08727,Afatinib;Lapatinib;PF-06747775;GSK429286A,KRT19,False,Cytoskeleton proteins
P08729,Afatinib;PF-06747775,KRT7,False,Cytoskeleton proteins
P08754,SB590885;IAP_7638;AZD5582,GNAI3,False,Exosome
P08758,GDC-0879;Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;PF-06747775;SB590885;A-1155463,ANXA5,False,Exosome
P08779,Afatinib,KRT16,False,Cytoskeleton proteins
P08865,Afatinib;AZD5582;PLX-4720;IAP_7638;WEHI-539;LIMK1 inhibitor BMS4,RPSA,False,Ribosome
P09012,AC220,SNRPA,False,Spliceosome
P09104,Afatinib;WEHI-539,ENO2,False,Messenger RNA biogenesis
P09110,Afatinib;PF-06747775;Venetoclax,ACAA1,False,Enzymes
P09211,Crizotinib;IAP_7638;AZD5582,GSTP1,False,Transporters
P09382,Afatinib;PLX-4720;Dabrafenib;PF-06747775;Venetoclax;Linifanib;LIMK1 inhibitor BMS4;GSK429286A,LGALS1,False,Exosome
P09417,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885;IAP_7638,QDPR,False,Enzymes
P09429,Crizotinib;Venetoclax;IAP_7638;AZD5582,HMGB1,False,Chromosome and associated proteins
P09467,A-1155463,FBP1,False,Exosome
P09471,Venetoclax,GNAO1,False,Exosome
P09496,Afatinib;AZD5582,CLTA,False,Membrane trafficking
P09497,Afatinib;Lapatinib,CLTB,False,Membrane trafficking
P09543,GDC-0879;Savolitinib;PLX-4720;Dabrafenib;Crizotinib,CNP,False,Exosome
P09651,Dabrafenib,HNRNPA1,False,Messenger RNA biogenesis
P09661,Dabrafenib;WEHI-539;Savolitinib,SNRPA1,False,Spliceosome
P09668,IAP_7638,CTSH,False,Peptidases and inhibitors
P09669,Afatinib;AZD4547;WEHI-539;PF-06747775,COX6C,False,none
P09758,Afatinib;AZD5582,TACSTD2,False,Exosome
P09874,IAP_5620;Venetoclax;IAP_7638;AZD5582,PARP1,False,DNA replication proteins
P09936,Afatinib;Venetoclax;AZD5582,UCHL1,False,Peptidases and inhibitors
P09960,IAP_5620;IAP_7638;AZD5582,LTA4H,False,Peptidases and inhibitors
P09972,Afatinib;PLX-4720;Savolitinib,ALDOC,False,Membrane trafficking
P0DPB6,SB590885,POLR1D,False,Transcription machinery
P10155,SB590885;Afatinib;Dabrafenib;AZD5582,RO60,False,none
P10301,GDC-0879;WH-4-023;TGX221;SB590885;GSK429286A,RRAS,False,GTP-binding proteins
P10451,WEHI-539,SPP1,False,none
P10515,PD173074,DLAT,False,Enzymes
P10599,Savolitinib;AZD5582,TXN,False,Chaperones and folding catalysts
P10606,Afatinib;AZD4547;WEHI-539;PF-06747775,COX5B,False,none
P10619,GDC-0879;TGX221;PLX-4720;Dabrafenib;Venetoclax;SB590885,CTSA,False,Peptidases and inhibitors
P10620,Afatinib;PF-06747775,MGST1,False,Transporters
P10644,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885;Ara-G,PRKAR1A,False,none
P10768,Dabrafenib;Afatinib;Savolitinib;Crizotinib,ESD,False,Enzymes
P10809,PD173074;PF-06747775,HSPD1,False,Messenger RNA biogenesis
P10909,Crizotinib,CLU,False,Chaperones and folding catalysts
P11021,AZD5582;Venetoclax;GSK1070916;IAP_7638;Ara-G,HSPA5,False,Chaperones and folding catalysts
P11047,WH-4-023;TGX221,LAMC1,False,none
P11142,GDC-0879;Afatinib;Savolitinib;PLX-4720;Dabrafenib;SB590885;Crizotinib,HSPA8,True,Protein phosphatases and associated proteins
P11166,SB590885;TL-2-105;TGX221;AZD5582,SLC2A1,False,Transporters
P11216,GDC-0879;Afatinib;NVP-BHG712;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;SB590885;IAP_7638,PYGB,False,Enzymes
P11233,Afatinib;PF-06747775;AZD5582,RALA,False,Membrane trafficking
P11234,Afatinib,RALB,False,Membrane trafficking
P11279,Afatinib;Savolitinib,LAMP1,False,Membrane trafficking
P11388,SB590885;Dabrafenib;AZD5582;Crizotinib,TOP2A,False,DNA replication proteins
P11413,IAP_7638;AZD5582,G6PD,False,Exosome
P11441,SB590885;Dabrafenib,UBL4A,False,Membrane trafficking
P11586,Afatinib,MTHFD1,False,Exosome
P11717,Afatinib;Dabrafenib;PF-06747775,IGF2R,False,Exosome
P11766,Afatinib,ADH5,False,Enzymes
P11940,Afatinib;LIMK1 inhibitor BMS4,PABPC1,False,Messenger RNA biogenesis
P12004,Afatinib;IAP_7638,PCNA,False,DNA replication proteins
P12109,Afatinib;GSK269962A;TGX221,COL6A1,False,Exosome
P12235,CAY10566;Dabrafenib;Savolitinib,SLC25A4,False,Mitochondrial biogenesis
P12259,AC220;BIX-02188,F5,False,none
P12268,Afatinib;LIMK1 inhibitor BMS4,IMPDH2,False,Exosome
P12270,BIX-02188;AZD5582;IAP_7638;Savolitinib,TPR,False,Messenger RNA biogenesis
P12277,Venetoclax;TGX221;IAP_7638;AZD5582,CKB,False,Exosome
P12532,Dabrafenib,CKMT1A,False,Exosome
P12694,PLX-4720,BCKDHA,False,Enzymes
P12814,WH-4-023;Ponatinib;PLX-4720;TGX221;Dabrafenib;Venetoclax;LIMK1 inhibitor BMS4,ACTN1,False,Membrane trafficking
P12830,Afatinib,CDH1,True,Chromosome and associated proteins
P12956,Afatinib,XRCC6,False,Spliceosome
P13010,Afatinib,XRCC5,False,DNA repair and recombination proteins
P13073,Afatinib;WEHI-539,COX4I1,False,none
P13473,Savolitinib;AZD5582;TGX221;PLX-4720;Dabrafenib,LAMP2,False,Membrane trafficking
P13489,Afatinib;AZD5582;PLX-4720;Dabrafenib;PF-06747775;IAP_7638;Crizotinib,RNH1,False,none
P13611,Cabozantinib,VCAN,False,Proteoglycans
P13639,Afatinib;AZD5582;Savolitinib;IAP_7638;LIMK1 inhibitor BMS4;Crizotinib,EEF2,False,Translation factors
P13645,SB590885,KRT10,False,Cytoskeleton proteins
P13647,Afatinib;PF-06747775,KRT5,False,Cytoskeleton proteins
P13667,AC220;AZD5582;Venetoclax;Ara-G,PDIA4,False,Chaperones and folding catalysts
P13674,PD173074;TGX221;PF-06747775;AZD4547;GSK429286A,P4HA1,False,Enzymes
P13693,Dabrafenib;PLX-4720;Savolitinib,TPT1,False,none
P13747,Linifanib,HLA-E,False,Exosome
P13797,WH-4-023;TGX221;Savolitinib,PLS3,False,DNA repair and recombination proteins
P13798,AZD5582;PLX-4720;Dabrafenib;SB590885;IAP_7638,APEH,False,Peptidases and inhibitors
P13804,Afatinib;PF-06747775;AZD5582,ETFA,False,Exosome
P13807,Savolitinib,GYS1,False,Glycosyltransferases
P13861,IAP_7638,PRKAR2A,False,none
P13929,WEHI-539;Savolitinib,ENO3,False,Messenger RNA biogenesis
P13984,AZD5582,GTF2F2,False,Transcription machinery
P13987,Venetoclax;Ara-G,CD59,False,Exosome
P13995,Dabrafenib;PLX-4720,MTHFD2,False,Enzymes
P14174,SB590885;Afatinib;Savolitinib,MIF,False,Exosome
P14314,IAP_5620;IAP_7638;AZD5582,PRKCSH,False,Lectins
P14317,Alectinib;Axitinib;Crizotinib,HCLS1,False,Membrane trafficking
P14324,SB590885;Afatinib;Crizotinib,FDPS,False,Prenyltransferases
P14384,Imatinib;WEHI-539,CPM,False,Peptidases and inhibitors
P14406,Nilotinib;Afatinib;WEHI-539;Savolitinib,COX7A2,False,none
P14550,Venetoclax;IAP_7638;AZD5582,AKR1A1,False,Exosome
P14625,AZD5582,HSP90B1,False,Chaperones and folding catalysts
P14735,Savolitinib,IDE,False,Peptidases and inhibitors
P14854,WEHI-539;PF-06747775;GSK429286A,COX6B1,False,none
P14859,SB590885,POU2F1,False,Transcription factors
P14866,SB590885;Dabrafenib;Savolitinib,HNRNPL,False,Spliceosome
P14923,Afatinib;Cetuximab;PF-06747775;AZD4547;GSK429286A,JUP,False,Exosome
P14927,AZD4547;PD173074;Ara-G,UQCRB,False,none
P15121,IAP_7638;AZD5582,AKR1B1,False,Enzymes
P15170,Afatinib;Savolitinib;AZD5582,GSPT1,False,Messenger RNA biogenesis
P15311,GDC-0879;Afatinib;Savolitinib;AZD5582;WEHI-539;SB590885,EZR,False,Cytoskeleton proteins
P15531,Afatinib;IAP_5620;AZD5582;TGX221;SB590885;IAP_7638,NME1,False,Membrane trafficking
P15586,Afatinib;Dabrafenib;PLX-4720,GNS,False,Enzymes
P15848,AZD5582,ARSB,False,Enzymes
P15880,Afatinib;AZD5582;PLX-4720;Dabrafenib;LIMK1 inhibitor BMS4;Crizotinib,RPS2,False,Ribosome
P15924,Afatinib;PLX-4720;Dabrafenib;Cetuximab;PF-06747775;GSK429286A,DSP,False,Cytoskeleton proteins
P15927,Afatinib;Ara-G,RPA2,False,DNA replication proteins
P15954,Afatinib;WEHI-539;PF-06747775,COX7C,False,none
P16144,Afatinib;PF-06747775;GSK429286A,ITGB4,False,Exosome
P16150,AMG900,SPN,False,CD molecules
P16152,Afatinib;GDC-0879;AZD5582;PLX-4720;Dabrafenib;SB590885;IAP_7638,CBR1,False,Enzymes
P16383,Imatinib;Nilotinib,GCFC2,False,Transcription factors
P16435,Afatinib;PF-06747775,POR,False,none
P16455,Savolitinib,MGMT,False,DNA repair and recombination proteins
P16615,Afatinib;PF-06747775,ATP2A2,False,Enzymes
P16885,WEHI-539,PLCG2,False,Membrane trafficking
P16930,SB590885;GDC-0879;Dabrafenib;PLX-4720,FAH,False,Exosome
P16949,Afatinib;Savolitinib;PF-06747775;Venetoclax;Lapatinib;IAP_7638;Crizotinib,STMN1,False,Cytoskeleton proteins
P17028,Afatinib,ZNF24,False,Transcription factors
P17050,SB590885;Dabrafenib,NAGA,False,Enzymes
P17252,AZD5582,PRKCA,False,Protein kinases
P17275,Afatinib,JUNB,False,Transcription factors
P17301,Afatinib,ITGA2,False,Exosome
P17655,TGX221,CAPN2,False,Peptidases and inhibitors
P17676,AZD5582,CEBPB,False,Transcription factors
P17812,Afatinib;Venetoclax;PF-06747775,CTPS1,False,Enzymes
P17900,GDC-0879;Afatinib;PLX-4720;Dabrafenib;SB590885,GM2A,False,Exosome
P17931,GDC-0879;Savolitinib;PLX-4720;Dabrafenib;SB590885;GSK429286A,LGALS3,False,Exosome
P17980,Afatinib;Savolitinib,PSMC3,False,Proteasome
P17987,Afatinib;IAP_7638;AZD5582,TCP1,False,Chaperones and folding catalysts
P18031,PLK4_0066;WH-4-023;Dabrafenib;PLX-4720,PTPN1,False,Protein phosphatases and associated proteins
P18077,Afatinib,RPL35A,False,Ribosome
P18084,Afatinib,ITGB5,False,Membrane trafficking
P18085,Afatinib;Dabrafenib,ARF4,False,Membrane trafficking
P18124,SB590885;Afatinib;AZD5582,RPL7,False,Ribosome
P18206,TGX221,VCL,False,Cytoskeleton proteins
P18283,Tretinoin;IAP_7638,GPX2,False,Enzymes
P18621,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;PF-06747775,RPL17,False,Ribosome
P18669,Afatinib;AZD5582;Savolitinib;PLX-4720;Dabrafenib;IAP_7638,PGAM1,False,Membrane trafficking
P18754,Afatinib;Dabrafenib,RCC1,False,Messenger RNA biogenesis
P18827,Afatinib,SDC1,False,Membrane trafficking
P18887,Venetoclax;IAP_7638;AZD5582,XRCC1,False,DNA repair and recombination proteins
P19022,GSK429286A,CDH2,False,Chromosome and associated proteins
P19367,Crizotinib,HK1,False,Membrane trafficking
P19387,Venetoclax,POLR2C,False,Transcription machinery
P19404,SB590885;WEHI-539,NDUFV2,False,Enzymes
P19525,AZD5582;Ara-G,EIF2AK2,False,Protein kinases
P19623,Afatinib;GDC-0879;Savolitinib;PLX-4720;Cetuximab;Dabrafenib;PF-06747775;SB590885,SRM,False,Enzymes
P19823,AC220;BIX-02188,ITIH2,False,Glycosaminoglycan binding proteins
P20042,AZD5582,EIF2S2,False,Protein phosphatases and associated proteins
P20073,AZD5582,ANXA7,False,Secretion system
P20290,Afatinib;Dabrafenib;PLX-4720;Savolitinib,BTF3,False,none
P20340,Afatinib;PF-06747775,RAB6A,False,Membrane trafficking
P20591,Venetoclax,MX1,False,none
P20618,Afatinib;Crizotinib,PSMB1,False,Peptidases and inhibitors
P20645,Dabrafenib;PLX-4720,M6PR,False,Exosome
P20674,Afatinib;PF-06747775;GSK429286A,COX5A,False,none
P20700,PLX-4720;Dabrafenib;PF-06747775;AZD5582,LMNB1,False,Cytoskeleton proteins
P20810,Venetoclax;AZD5582,CAST,False,Peptidases and inhibitors
P20908,Afatinib,COL5A1,False,Glycosaminoglycan binding proteins
P20962,Afatinib;Axitinib;AZD5582;Savolitinib;GSK429286A;WEHI-539;PF-06747775;Crizotinib,PTMS,False,none
P21266,AZD5582,GSTM3,False,Transporters
P21281,GDC-0879;Afatinib;PLX-4720;IAP_7638;Dabrafenib;PF-06747775;SB590885;LIMK1 inhibitor BMS4,ATP6V1B2,False,Exosome
P21283,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885,ATP6V1C1,False,none
P21291,Afatinib;PLX-4720,CSRP1,False,Transcription factors
P21333,TGX221;Venetoclax;PF-06747775;SB590885;GSK429286A,FLNA,False,Cytoskeleton proteins
P21579,SB590885,SYT1,False,Membrane trafficking
P21589,Venetoclax;GSK429286A,NT5E,False,CD molecules
P21796,Dabrafenib;Venetoclax;Crizotinib,VDAC1,False,Mitochondrial biogenesis
P21926,Afatinib;PF-06747775;PLX-4720,CD9,False,Cilium and associated proteins
P21980,Dabrafenib,TGM2,False,Enzymes
P22033,AZD5582,MMUT,False,Enzymes
P22087,Savolitinib,FBL,False,Ribosome biogenesis
P22102,Afatinib,GART,False,Enzymes
P22223,Afatinib,CDH3,False,Cell adhesion molecules
P22234,Afatinib;IAP_7638;AZD5582,PAICS,False,Enzymes
P22314,Afatinib;IAP_5620;AZD5582;PF-06747775;IAP_7638;Crizotinib,UBA1,False,Ubiquitin system
P22626,Dabrafenib,HNRNPA2B1,False,Messenger RNA biogenesis
P22695,SB590885;Afatinib;PD173074;Crizotinib,UQCRC2,False,Peptidases and inhibitors
P23193,AC220;Crizotinib;Venetoclax;AZD5582,TCEA1,False,Transcription machinery
P23246,Dabrafenib;WEHI-539,SFPQ,False,Protein phosphatases and associated proteins
P23284,Dabrafenib;WEHI-539;Venetoclax;A-1155463;Ara-G,PPIB,False,Chaperones and folding catalysts
P23368,Savolitinib,ME2,False,Enzymes
P23396,Afatinib;AZD5582;WEHI-539;PF-06747775;LIMK1 inhibitor BMS4,RPS3,False,Ribosome
P23508,Savolitinib,MCC,False,none
P23526,GDC-0879;IAP_5620;AZD5582;SB590885;IAP_7638,AHCY,False,Protein phosphatases and associated proteins
P23528,Afatinib;AZD5582;LIMK1 inhibitor BMS4;Dabrafenib;IAP_7638;Crizotinib,CFL1,False,Membrane trafficking
P23588,Afatinib;Savolitinib;IAP_7638;AZD5582,EIF4B,False,Messenger RNA biogenesis
P23786,Afatinib;PF-06747775,CPT2,False,Enzymes
P23919,Afatinib;IAP_5620;IAP_7638;AZD5582,DTYMK,False,Enzymes
P24534,Afatinib;Savolitinib,EEF1B2,False,Translation factors
P24941,GDC-0879;Afatinib;PLX-4720;Dabrafenib;SB590885,CDK2,False,Protein kinases
P25205,Afatinib;Venetoclax,MCM3,True,DNA replication proteins
P25325,Venetoclax;IAP_7638,MPST,False,Enzymes
P25398,Crizotinib;Afatinib;PLX-4720;AZD5582,RPS12,False,Ribosome
P25685,SB590885;IAP_7638;AZD5582,DNAJB1,False,Chaperones and folding catalysts
P25786,AC220;Afatinib;Savolitinib,PSMA1,False,Peptidases and inhibitors
P25787,Afatinib;Savolitinib;Crizotinib,PSMA2,False,Peptidases and inhibitors
P25788,Afatinib;Savolitinib;Crizotinib,PSMA3,False,Peptidases and inhibitors
P25789,Afatinib;Savolitinib;Crizotinib,PSMA4,False,Peptidases and inhibitors
P26006,GDC-0879;WH-4-023;KIT_5808;PLK4_0066;S63845;Nilotinib;Venetoclax;SB590885;GSK429286A,ITGA3,False,Exosome
P26038,Afatinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4,MSN,False,Cytoskeleton proteins
P26196,Afatinib;IAP_7638;AZD5582,DDX6,False,Messenger RNA biogenesis
P26368,Dabrafenib,U2AF2,False,Spliceosome
P26373,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;A-1155463,RPL13,False,Ribosome
P26440,Afatinib;PF-06747775,IVD,False,Enzymes
P26583,Afatinib;AZD5582;TGX221;Venetoclax;IAP_7638;Crizotinib,HMGB2,False,Chromosome and associated proteins
P26599,SB590885;GDC-0879;Dabrafenib,PTBP1,False,Messenger RNA biogenesis
P26885,IAP_5620;IAP_7638;AZD5582,FKBP2,False,Chaperones and folding catalysts
P27144,Afatinib,AK4,False,Exosome
P27338,Ara-G,MAOB,False,Enzymes
P27348,Afatinib;IAP_5620;IAP_7638;AZD5582,YWHAQ,False,DNA repair and recombination proteins
P27635,Afatinib;AZD5582;LIMK1 inhibitor BMS4;WEHI-539;IAP_7638;Crizotinib,RPL10,False,Ribosome
P27694,Afatinib,RPA1,False,Transcription factors
P27695,Afatinib;IAP_5620;AZD5582;Cetuximab;Venetoclax;IAP_7638;Crizotinib,APEX1,False,DNA repair and recombination proteins
P27707,Afatinib;Venetoclax,DCK,False,Enzymes
P27708,Afatinib;IAP_7638;AZD5582,CAD,True,Peptidases and inhibitors
P27797,AC220;IAP_7638;Venetoclax;AZD5582,CALR,False,Chaperones and folding catalysts
P27816,Afatinib;Savolitinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4,MAP4,False,Cytoskeleton proteins
P27824,IAP_7638;AZD5582;Venetoclax;Crizotinib,CANX,False,Chaperones and folding catalysts
P28066,Afatinib;Savolitinib,PSMA5,False,Peptidases and inhibitors
P28070,AC220;Afatinib,PSMB4,False,Peptidases and inhibitors
P28072,Afatinib;GSK269962A;Crizotinib,PSMB6,False,Peptidases and inhibitors
P28300,Afatinib,LOX,False,Enzymes
P28331,AC220;WEHI-539;SB590885,NDUFS1,False,Enzymes
P28340,WEHI-539;AZD5582,POLD1,False,DNA replication proteins
P28370,CAY10566,SMARCA1,True,Chromosome and associated proteins
P28482,Afatinib;GDC-0879;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;SB590885;IAP_7638,MAPK1,False,Protein kinases
P28838,SB590885;Savolitinib,LAP3,False,Peptidases and inhibitors
P29034,Afatinib;PF-06747775,S100A2,False,Domain-containing proteins not elsewhere classified
P29144,IAP_7638;AZD5582,TPP2,False,Peptidases and inhibitors
P29218,Afatinib;GDC-0879;Savolitinib;PLX-4720;Dabrafenib;SB590885,IMPA1,False,Enzymes
P29350,WEHI-539,PTPN6,False,Protein phosphatases and associated proteins
P29372,Dabrafenib;WEHI-539,MPG,False,DNA repair and recombination proteins
P29373,WEHI-539,CRABP2,False,Exosome
P29401,Savolitinib;IAP_7638;AZD5582,TKT,False,Enzymes
P29692,Savolitinib,EEF1D,False,Translation factors
P29728,Cabozantinib;NVP-BHG712,OAS2,False,Enzymes
P29992,SB590885,GNA11,True,Exosome
P30040,AZD5582,ERP29,False,Membrane trafficking
P30041,Afatinib;IAP_7638;AZD5582,PRDX6,False,Enzymes
P30046,SB590885;GDC-0879;Dabrafenib;PLX-4720,DDT,False,Enzymes
P30050,Afatinib;PLX-4720;WEHI-539;Dabrafenib;A-1155463,RPL12,False,Ribosome
P30084,Afatinib;PF-06747775,ECHS1,False,Enzymes
P30085,Afatinib;Savolitinib;Dabrafenib;SB590885;Crizotinib,CMPK1,False,Enzymes
P30086,Afatinib;GDC-0879;IAP_5620;AZD5582;Dabrafenib;Venetoclax;SB590885;IAP_7638,PEBP1,False,Peptidases and inhibitors
P30101,Afatinib;AZD5582,PDIA3,False,Chaperones and folding catalysts
P30153,Afatinib;IAP_7638;AZD5582,PPP2R1A,True,Protein phosphatases and associated proteins
P30405,Afatinib,PPIF,False,Chaperones and folding catalysts
P30519,Afatinib;Venetoclax;PF-06747775;Crizotinib,HMOX2,False,Enzymes
P30530,PD173074;GSK429286A,AXL,False,Protein kinases
P30533,Dabrafenib;PLX-4720,LRPAP1,False,none
P30566,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,ADSL,False,Enzymes
P30622,Savolitinib,CLIP1,False,Chromosome and associated proteins
P30626,SB590885;PLX-4720;Dabrafenib;IAP_7638,SRI,False,Domain-containing proteins not elsewhere classified
P31040,Afatinib;IAP_7638;Venetoclax,SDHA,False,Enzymes
P31146,Crizotinib,CORO1A,False,Membrane trafficking
P31150,Afatinib;Venetoclax,GDI1,False,Exosome
P31153,Afatinib;Dabrafenib;Savolitinib,MAT2A,False,Enzymes
P31327,Venetoclax;Savolitinib,CPS1,False,Peptidases and inhibitors
P31350,Afatinib,RRM2,False,DNA repair and recombination proteins
P31431,SB590885;Dabrafenib;Savolitinib,SDC4,False,Proteoglycans
P31483,Afatinib;IAP_5620;Cetuximab;Venetoclax;IAP_7638,TIA1,False,Messenger RNA biogenesis
P31689,Afatinib,DNAJA1,False,Chaperones and folding catalysts
P31930,SB590885;Afatinib,UQCRC1,False,Peptidases and inhibitors
P31937,Afatinib;Dabrafenib;TGX221;Savolitinib,HIBADH,False,Enzymes
P31939,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638,ATIC,False,Exosome
P31943,Afatinib;PF-06747775,HNRNPH1,False,Spliceosome
P31946,GDC-0879;AZD5582;Dabrafenib;SB590885;IAP_7638;Crizotinib,YWHAB,False,DNA repair and recombination proteins
P31947,Savolitinib;IAP_7638;AZD5582,SFN,False,Exosome
P31948,Afatinib;AZD5582,STIP1,True,Chaperones and folding catalysts
P31949,Afatinib;WEHI-539;Venetoclax;AZD5582,S100A11,False,Domain-containing proteins not elsewhere classified
P32119,WH-4-023;Afatinib;IAP_5620;AZD5582;IAP_7638,PRDX2,False,Exosome
P32322,Ara-G,PYCR1,False,Enzymes
P32455,Crizotinib,GBP1,False,none
P32519,AC220;Temozolomide,ELF1,True,Transcription factors
P32926,AZD4547,DSG3,False,Cell adhesion molecules
P32942,Savolitinib,ICAM3,False,CD molecules
P32969,Afatinib;PLX-4720;AZD5582,RPL9,False,Ribosome
P33121,GDC-0879;PLX-4720;Dabrafenib;PF-06747775;SB590885;GSK429286A,ACSL1,False,Lipid biosynthesis proteins
P33176,Afatinib;Crizotinib,KIF5B,False,Membrane trafficking
P33316,Afatinib;IAP_7638;AZD5582,DUT,False,DNA repair and recombination proteins
P33897,Dabrafenib,ABCD1,False,Transporters
P33991,Afatinib,MCM4,False,DNA replication proteins
P33992,Afatinib,MCM5,False,DNA replication proteins
P33993,Afatinib,MCM7,False,Protein phosphatases and associated proteins
P34897,Savolitinib,SHMT2,False,Enzymes
P34932,Afatinib;AZD5582;PLX-4720;Dabrafenib;IAP_7638,HSPA4,False,Chaperones and folding catalysts
P35052,SB590885;Afatinib,GPC1,False,Proteoglycans
P35080,Afatinib;Savolitinib;AZD5582;Venetoclax;Crizotinib,PFN2,False,Membrane trafficking
P35221,Afatinib;PF-06747775;TL-2-105;IAP_7638;GSK429286A,CTNNA1,False,Cytoskeleton proteins
P35222,Afatinib,CTNNB1,True,none
P35232,AC220,PHB,False,Mitochondrial biogenesis
P35236,TGX221,PTPN7,False,Protein phosphatases and associated proteins
P35237,Afatinib;PD173074;PF-06747775,SERPINB6,False,Peptidases and inhibitors
P35241,Afatinib;AZD5582;PLX-4720;Dabrafenib;PF-06747775;IAP_7638,RDX,False,Cytoskeleton proteins
P35244,Afatinib;Savolitinib,RPA3,False,DNA replication proteins
P35251,AZD5582,RFC1,False,DNA replication proteins
P35268,Afatinib;PLX-4720;Savolitinib,RPL22,False,Ribosome
P35269,AC220;Dabrafenib;Crizotinib,GTF2F1,False,Transcription machinery
P35270,Afatinib;PF-06747775;IAP_7638,SPR,False,Exosome
P35573,IAP_7638;AZD5582,AGL,False,Enzymes
P35579,WH-4-023;TGX221;IC-87114,MYH9,True,Cytoskeleton proteins
P35606,Afatinib;LIMK1 inhibitor BMS4,COPB2,False,Membrane trafficking
P35613,SB590885;Afatinib,BSG,False,Exosome
P35637,Afatinib,FUS,False,Spliceosome
P35659,GDC-0879;Dabrafenib;Savolitinib,DEK,False,Chromosome and associated proteins
P35754,SB590885;Crizotinib,GLRX,False,Chaperones and folding catalysts
P35998,Afatinib;PLX-4720;Savolitinib,PSMC2,False,Proteasome
P36404,Dabrafenib,ARL2,False,Chromosome and associated proteins
P36405,Afatinib,ARL3,False,Cilium and associated proteins
P36507,Crizotinib,MAP2K2,False,Protein kinases
P36543,Afatinib;GDC-0879;PLX-4720;Dabrafenib;SB590885,ATP6V1E1,False,none
P36551,SB590885;PLX-4720;Dabrafenib;Venetoclax,CPOX,False,Enzymes
P36578,Afatinib;Savolitinib;AZD5582;WEHI-539;PF-06747775;SB590885,RPL4,False,Ribosome
P36639,Afatinib,NUDT1,False,DNA repair and recombination proteins
P36776,Afatinib,LONP1,False,Peptidases and inhibitors
P36873,Afatinib;PF-06747775,PPP1CC,False,Protein phosphatases and associated proteins
P36915,Afatinib,GNL1,False,none
P36952,Savolitinib,SERPINB5,False,Peptidases and inhibitors
P36957,Afatinib;AZD5582;PF-06747775;Ara-G,DLST,False,Enzymes
P36969,Venotoclax,GPX4,False,Enzymes
P37108,IAP_5620;AZD5582;TGX221;Venetoclax;AC220;IAP_7638,SRP14,False,Secretion system
P37198,Savolitinib,NUP62,False,Messenger RNA biogenesis
P37802,WEHI-539,TAGLN2,False,Membrane trafficking
P37837,Crizotinib;Dabrafenib;IAP_7638;AZD5582,TALDO1,False,Enzymes
P37840,SB590885;GDC-0879;Dabrafenib;PLX-4720,SNCA,False,Membrane trafficking
P38117,Afatinib;PF-06747775,ETFB,False,none
